Recipe ID,Nama Resep,Energi (kj),Energi (kkal),Lemak (g),Lemak Jenuh (g),Lemak Trans (g),Lemak tak Jenuh Ganda (g),Lemak tak Jenuh Tunggal (g),Kolesterol (mg),Protein (g),Karbohidrat (g),Serat (g),Gula (g),Sodium (mg),Kalium (mg),Kategori,Keywords,PrepTime,CookTime,Ingredients,Instructioons,Meal Category
80,Bungkus Salad Ayam,1598,382,15.03,0.003357,0.0,0.0049349999999999,0.005206,87.0,33.22,27.1,3.2,3.71,728.0,475.0,"""Salad dan Salad Dressing"",""Makan Pagi"",""Makan Siang""","""Makanan yang memuaskan untuk makan siang.""",15 menit,10 menit,"""100 gram dada ayam"",""1 sedang tortilla"",""50 gram selada"",""1 sdm mayones"",""30 gram wortel"",""5 g kaldu jamur""","""Bumbui ayam dengan kaldu jamur lalu panggang di wajan tanpa minyak."",""Atur semuanya di atas tortilla dan gulung."",""Panaskan bungkus dalam wajan antilengket selama 2-3 menit.""",sarapan
92,Steam Tofu Udang,321,77,3.94,0.596,0.0,0.531,0.763,105.0,8.84,2.04,0.0,0.12,578.0,0.06,"""Sup"",""Hidangan Utama"",""Lauk Pauk"",""Makan Pagi"",""Makan Siang""","""Sup hangat cocok untuk hari hujan.""",10 menit,20 menit,"""125 gram udang"",""2 sedang telur"",""2 gram minyak wijen"",""2 siung bawang putih"",""1 sdt garam laut"",""140 g egg tofu"",""3 g kaldu jamur"",""9 ml saus rasa tiram""","""Tumis bawang putih cincang pakai minyak wijen."",""Masukan udang hingga berubah warna."",""Tambahkan air secukupnya untuk membuat sup."",""Masukkan tofu hingga semua matang."",""Masukan garam saus tiram kaldu jamur."",""Masukan Kocokan telur aduk hingga berserabut. Tambahkan daun bawang (opsional).""",sarapan
95,Tuna Bruschetta,538,129,2.7,0.001086,0.0,0.302,0.425,6.0,8.67,17.41,1.7,4.25,302.0,115.0,"""Roti & Produk Panggang"",""Makan Pagi"",""Makanan Pembuka"",""Hidangan Utama""","""Sarapan simple yg high protein.""",10 menit,15 menit,"""55 gram tuna dalam air (kalengan)"",""3 irisan reguler roti multigrain"",""30 g corn kernel"",""5 g kaldu jamur"",""3 g lada putih bubuk"",""40 ml squeeze yogurt original"",""15 g mozzarella & cheddar""","""Campurkan tuna"",""yoghurt"",""kernel"",""kaldu jamur dan merica."",""Oleskan adonan tuna di atas roti multigrain."",""Letakkan potongan keju diatasnya."",""Panggang dengan airfryer selama 15 menit.""",sarapan
96,Oatmeal Goreng,1741,416,19.21,0.006213,0.0,0.006088,0.004538,212.0,14.25,50.24,0.0,10.24,0.09,0.51,"""Makan Pagi"",""Hidangan Utama""","""Penganti nasi goreng.""",10 menit,15 menit,"""1 besar telur"",""3 gram cabai merah atau rawit"",""2 siung bawang putih"",""10 gram selada air"",""1 sedang wortel bayi"",""3 kecil bawang merah"",""1 sdm minyak goreng"",""35 g instant oatmeal""","""Panaskan frypan"",""masukan minyak lalu tumis bawang merah"",""bawang putih"",""sama cabe."",""Setelah layu masukan telur tumis sampai mateng."",""Masukan wortel tumis sampai layu."",""Setelah layu masukkan oatmeal aduk sampai tercampur"",""tambahkan air sedikit agar dy bisa tercampur."",""Tambahkan selada air atau sayuran pilihan lainnya.""",sarapan
102,Salad Mentimun dengan Coleslaw,2197,525,18.06,0.003325,0.0,0.003248,0.001681,16.0,10.39,88.56,10.1,8.68,222.0,1.458,"""Salad dan Salad Dressing""","""Salad vegan yang sehat dibuat dengan bahan-bahan segar.""",15 Menit,15 Menit,"""195 gram selada kol"",""135 gram jagung rebus"",""155 gram mentimun (dengan kulit)"",""142 gram kentang rebus"",""35 g mayonnaise roasted sesame""","""Cuci semua sayuran dengan air mengalir."",""Potong sayuran sesuai keinginan."",""Rebus air hingga mendidih lalu rebus jagung dan kentang. Biarkan agak dingin."",""Campur semua sayuran dalam mangkuk dan tambahkan sisa bahan."",""Pindahkan ke mangkuk dan sajikan.""",sarapan
105,Bubur Ayam Merah,1385,331,12.76,0.004345,0.0,0.002706,0.004627,0.18,19.3,36.34,4.8,5.64,1.344,257.0,"""Hidangan Utama"",""Makan Pagi""","""Bubur ini dibuat dengan nasi merah dan topping sehat.""",10 Menit,20 Menit,"""30 gram dada ayam rebus (kulit tidak dimakan)"",""1 kecil telur"",""100 gram nasi merah"",""1 gelas kaldu ayam"",""10 gram daun bawang"",""10 gram kacang sangrai kering (dengan garam)"",""1 sdt gula pasir"",""2 sdt fiber creme""","""Membuat telur dadar. Gulung dan potong. Sisihkan untuk digunakan nanti."",""Rebus dada ayam bersama bawang putih"",""daun salam dan garam secukupnya hingga matang. Tiriskan lalu suwir-suwir dagingnya."",""Hancurkan beras merah dan rebus dengan kaldu ayam"",""tambahkan serat creme"",""gula dan garam secukupnya."",""Tuang bubur ke dalam mangkuk. Tambahkan ayam suwir"",""kacang tanah sangrai"",""irisan telur dadar untuk topping dan taburi daun bawang.""",sarapan
115,Sup Telur Pedas,1600,382,32.01,0.011938,0.0,0.011484,0.0047779999999999,211.0,10.12,17.04,0.0,5.83,1.366,614.0,"""Lauk Pauk"",""Hidangan Utama"",""Makan Pagi"",""Makan Siang""","""Dibuat ekstra sehat dengan sayuran.""",5 Menit,10 Menit,"""2 besar telur rebus"",""1 gram kaldu jamur"",""3 sdm cabai merah atau rawit"",""1 sdt garam"",""100 gram brokoli"",""1 siung bawang putih"",""2 gelas air"",""2 kecil bawang merah"",""5 sdm minyak goreng"",""100 gram sawi hijau""","""Haluskan cabe dan bawang merah"",""bawang putih lalu tumis dengan minyak goreng."",""Lalu masukkan air"",""tunggu mendidih dan masukkan telur agar matang"",""serta garam dan kaldu jamur."",""Saat telur sudah matang"",""masukkan sayuran dan tunggu hingga matang sesuai selera.""",sarapan
117,Bubur Ayam Oatmeal,1816,434,15.94,0.003362,0.0,0.004619,0.0063209999999999,83.0,35.87,38.34,4.2,3.29,398.0,0.52,"""Hidangan Utama"",""Minuman""","""Semangkuk oatmeal gurih gandum utuh yang lezat.""",10 Menit,15 Menit,"""100 gram dada ayam"",""1 sdt minyak wijen"",""1 siung bawang putih"",""1 sdt jahe"",""1 iris daun bawang"",""20 gram sereh"",""1 kecil bawang merah"",""35 g instant oatmeal""","""Tumis baput bawang merah"",""bawang putih sereh dan jahe."",""Masukkan ayam"",""tumis sebentar."",""Tambahkan air"",""masak hingga mendidih."",""Masukkan oatmeal. Bumbui dengan garam"",""merica"",""kaldu jamur (optional)."",""Tambahkan minyak wijen."",""Masak hingga tekstur sesuai yg di inginkan."",""Taburi dengan daun bawang saat disajikan.""",sarapan
125,Salad Sayur,561,134,0.74,0.137,0.0,0.297,0.122,0.0,3.26,32.69,8.9,16.4,29.0,612.0,"""Makanan Pembuka"",""Lauk Pauk"",""Salad dan Salad Dressing"",""Makan Siang""","""Salad sayuran yang menyegarkan dengan rasa jeruk nipis yang tajam.""",10 Menit,.,"""20 gram jeruk nipis"",""1/4 mangkok"",""irisan paprika merah manis"",""2 sdm kemangi"",""1/2 mangkok"",""irisan mangga"",""1/2 mangkok"",""dicincang kale"",""10 gram bayam"",""100 gram bengkoang"",""25 gram bawang bombay""","""Potong dan iris semua bahan sesuai selera."",""Tambahkan perasan jeruk nipis."",""Tambahkan sedikit lada dan garam."",""Aduk rata.""",sarapan
126,Bakwan Sayur Teflon,904,216,6.72,0.00093,0.0,0.119,0.004817,0.0,4.4,34.6,1.4,1.87,21.0,123.0,"""Lauk Pauk"",""Makanan Ringan"",""Makan Pagi"",""Hidangan Utama""","""Bakwan sayur versi sehat.""",5 Menit,10 Menit,"""30 gram kecambah"",""22 gram wortel"",""3 gram seledri"",""7 gram daun bawang"",""55 ml air"",""1 sdm extra virgin olive oil"",""40 g tepung bakwan""","""Potong2 wortel"",""seledri n daun bawang."",""Masukan kecambah"",""wortel"",""air dan tepung bakwan. Aduk rata dan bumbui dengan garam dan merica."",""Beri teflon minyak zaitun. Panaskan minyak (jangan sampai terlalu panas)."",""Goreng hingga matang.""",sarapan
127,Green Smoothie,958,229,7.58,0.001022,0.0,4e-05,0.001516,0.0,6.94,33.68,0.0,1.22,43.0,133.0,"""Minuman"",""Makan Pagi""","""Sehat"",""rasanya luar biasa"",""dan dibuat dengan 4 bahan dalam waktu kurang dari 5 menit.""",5 Menit,.,"""50 gram celery"",""10 g pisang single"",""35 g oat"",""15 g chia seed""","""Cuci bersih dab siapkan bahan."",""Blend jadi satu."",""Serving tabur chia seed.""",sarapan
129,Omlet Bayam,397,95,4.8,0.00111,0.0,0.676,0.001294,0.14,7.04,7.55,2.6,2.2,266.0,587.0,"""Lauk Pauk"",""Makan Pagi"",""Hidangan Utama""","""Masakan simple dan mudah.""",10 Menit,15 Menit,"""3 sedang telur"",""3 gram cabai merah atau rawit"",""1 siung bawang putih"",""1 ikat bayam"",""2 kecil bawang merah"",""5 g margarin"",""2 g royco ayam""","""Pecahkan telur"",""masukan cincang bawang merah"",""bawang putih"",""cabai. Kocok."",""Setelah tercampur masukan royco secukupnya."",""Lalu masukan bayam yang sudah di ambil bagian daun nya saja."",""Siapkan pan anti lengket"",""masukan margarin sedikit saja."",""Masukan adonan omlet bayam"",""lalu masak hingga matang."",""Bolak balik adonan dan pastikan semua matang merata."",""Setelah yakin sudah matang"",""angkat dan sajikan.""",sarapan
131,Pokcoy Kuah Pedas,1454,348,14.18,0.006528,0.0,0.0022559999999999,0.003956,158.0,29.26,26.22,0.0,14.72,1.103,581.0,"""Hidangan Utama"",""Lauk Pauk"",""Makan Pagi"",""Makan Siang""","""Pakcoy pedas yang adiktif dan gurih cocok dengan hidangan apa pun.""",10 Menit,15 Menit,"""100 gram dada ayam"",""1 besar telur"",""10 gram cabai merah atau rawit"",""1/2 sdt minyak wijen"",""2 siung bawang putih"",""1/2 gelas air"",""1/2 sdt gula pasir"",""1 sejumput garam laut"",""2 kecil bawang merah"",""1 sdm kecap manis"",""100 gram pakcoy"",""15 g saus sambal"",""1 g royco ayam"",""5 ml minyak kelapa"",""1 g lada putih bubuk"",""50 gram jamur kancing"",""150 gram tahu susu""","""Rebus air dan sedikit garam"",""masukan pakcoy"",""tisirkan"",""tata dipiring."",""Tumis bawang putih dan bawang merah dengan minyak kelapa sampai sedikit layu. Masukkan butir telur ayam biarkan matang"",""dibalik baru di orak arik"",""masukkan cabai"",""tumis sampai harum."",""Masukkan ayam dan jamur kancing sampai ayam matang (berubah warna). Tambahkan garam"",""lada"",""royco"",""dan gula pasir."",""Masukkan saus sambal"",""kecap manis"",""minyak wijen"",""aduk sampai rata"",""tambahkan air sesuai selera kemudian test rasa."",""Terakhir masukkan tahu sebentar tidak usah diaduk-aduk"",""tunggu sampai air sedikit berkurang. Matikan api kompor"",""siram diatas pokcoy.""",sarapan
133,Bayam Tumis Tahu,1661,397,27.12,0.0069939999999999,0.0,0.008466,0.008683,213.0,31.87,11.82,0.0,2.99,1.069,1.187,"""Makan Siang"",""Makan Pagi"",""Hidangan Utama""","""Tumis tahu sehat ini adalah makanan menit terakhir yang bisa Anda masak dengan apa pun yang Anda miliki.""",10 Menit,15 Menit,"""1 besar telur"",""150 gram bayam"",""1 sdm minyak goreng"",""230 gram tahu"",""2 g royco ayam"",""5 gram udang rebon"",""1 sdm saos tiram""","""Tumis udang"",""lalu masukkan telur dan di orak-arik dengan minyak goreng."",""Tambahkan tahu yg sudah di hancurkan."",""Sesudah wangi"",""masukkan bayam lalu tambahkan saos tiram dan royco."",""Tunggu hingga bayam benar-benar matang."",""Siap di hidangkan.""",sarapan
135,Telor Dadar,1029,246,19.17,0.003455,0.0,0.00415,0.008615,212.0,11.04,0.0,1.4,1.44,243.0,232.0,"""Lauk Pauk"",""Makan Pagi"",""Hidangan Utama""","""Resep sederhana yang menggunakan bahan-bahan yang sudah jadi di lemari es Anda"",""ditambah lagi cara memasaknya yang sangat cepat.""",5 Menit,10 Menit,"""1 besar egg"",""50 gram chives"",""1 sdm"",""cincang scallions or spring onions"",""25 g sosis ayam"",""3 g lada putih bubuk"",""1 sdm canola oil""","""Masukkan kucai kedalam teflon yg sudah diminyaki"",""masak sampai layu."",""Kocok sosis potong dengan telor"",""masukkan bumbu dan daun bawang secukupnya."",""Tuangkan adonan telor ke atas kucai"",""masak sampai matang.""",sarapan
139,Nasi Goreng Mentega,1439,344,14.91,0.007134,0.0,0.714,0.001537,106.0,8.15,41.13,0.5,2.66,729.0,93.0,"""Hidangan Utama"",""Makan Pagi"",""Makan Siang""","""Cepat dan mudah dibuat"",""disesuaikan dengan campuran favorit anda.""",5 Menit,15 Menit,"""1 besar telur dadar atau telur orak-arik"",""1 1/2 mangkok"",""dimasak nasi putih"",""1 siung bawang putih"",""100 g mixed vegetables"",""27 g margarine""","""Tumis bawang putih cincang dengan margarine."",""Masukkan sayur campur dan diikuti dengan nasi."",""Tambahkan telur"",""orak arik"",""dan campur semuanya.""",sarapan
141,Smoothies Berry,569,136,2.13,0.001053,0.0,0.144,0.088,0.0,5.28,26.9,3.3,18.11,42.0,322.0,"""Makan Pagi"",""Makanan Ringan""","""Sarapan yang enak dan menyegarkan.""",10 Menit,.,"""100 gram mangga"",""100 gram stroberi"",""1/2 buah naga"",""200 ml skimmed milk (200ml)"",""20 g granola creations cinnamon & raisin""","""ara memasak"",""Masukkan semua bahan"",""kecuali granola dan blend."",""Tuang ke mangkuk. Tambahkan granola."",""1 anggota telah menambahkan resep ini ke b""",sarapan
145,Oseng Sawi Telur,473,113,5.15,0.001584,0.0,0.00078,0.001929,212.0,7.87,9.54,1.6,0.0,105.0,306.0,"""Makan Pagi"",""Hidangan Utama""","""Dikemas dengan protein dan serat.""",5 Menit,10 Menit,"""1 besar telur"",""1 siung bawang putih"",""1 kecil bawang merah"",""50 gram sawi hijau""","""Oseng bawang merah dan bawang putih."",""Masukkan sawi dan sedikit air."",""Tambahkan telur"",""bumbui dengan garam dan merica.""",sarapan
149,Terong Balado Rebus,1264,302,11.22,0.002235,0.0,0.004594,0.0025459999999999,0.0,17.57,44.94,13.4,12.62,849.0,1.288,"""Lauk Pauk"",""Makan Pagi"",""Makan Siang"",""Hidangan Utama""","""Sambal sambel pedas yang membuat ketagihan.""",10 Menit,15 Menit,"""50 gram cabai merah atau rawit"",""1/2 sdt garam"",""250 gram terung"",""2 siung bawang putih"",""400 ml air"",""120 gram tempe"",""3 sedang bawang merah"",""2 g terasi"",""1.75 g magic lezat""","""Haluskan semua bahan kecuali tempe dan terong."",""Tuang bumbu ke teflon dan tambahkan air secukupnya"",""tutup teflon dan rebus hingga mendidih."",""Iris terong melingkar"",""susun ke dalam teflon setelah rebusan cabai mendidih"",""jangan ditutup kambali."",""Detelah terong setengah matang"",""masukkan tempe."",""Masak hingga matang dan air surut"",""jangan lupa koreksi rasa.""",sarapan
152,Shakshuka,1184,283,0.0,0.003327,0.0,0.002024,0.004027,423.0,18.65,31.06,6.3,18.69,331.0,1.362,"""Lainnya"",""Makan Pagi"",""Makan Siang""","""Telur dengan saus tomat.""",5 Menit,10 Menit,"""2 besar telur"",""1 siung bawang putih"",""2 besar utuh tomat merah"",""1 sdm saus tomat"",""100 gram bawang bombay"",""50 gram jamur kancing""","""Kupas kulit tomat"",""lalu di cincang/blender. Cincang bawang putih dan bawang bombay"",""dan jamur champignon."",""Tumis bawang bombay dan bawang putih hingga layu"",""tambahkan jamur tumis lagi hingga jamur berubah warna"",""masukkan pure tomat"",""saos tomat dan air. Tambahkan Garam"",""lada"",""dan bumbu pilihan lainnya."",""Tambahkan telur"",""tutup pan hingga telur matang."",""Makanan siap dihidangkan.""",sarapan
153,Toast Avocado,2042,488,37.53,0.006757,0.00025,0.004889,0.022645,0.0,6.83,39.95,0.0,5.15,216.0,1.059,"""Roti & Produk Panggang"",""Makan Pagi""","""Sarapan atau camilan yang enak dan sederhana.""",10 Menit,4 Menit,"""1 irisan reguler roti gandum panggang"",""1 alpukat"",""5 g susu kental manis"",""7.5 g mentega"",""10 g palm sugar""","""Panggang roti dengan mentega."",""Keruk alpukat letakkan diatas roti."",""Taburi gula palm."",""Tuang susu kental manis.""",sarapan
154,Oat Almond Butter Cookies,193,46,2.93,0.613,0.0,0.525,0.001413,0.0,1.42,4.41,0.6,0.57,69.0,28.0,"""Makanan Ringan"",""Roti & Produk Panggang""","""Cookies sehat tinggi dan mengenyangkan.""",15 Menit,25 Menit,"""50 gram mentega almond"",""50 gram selai kacang"",""1 sdt ekstrak vanila"",""1 sdt baking soda"",""2.6 g stevia sweetener"",""15 g original yogurt"",""100 g oat"",""10 g raw cacao powder"",""20 g dark chocolate 70%""","""Blender oat menjadi tepung."",""Campur semua bahan kecuali choco chips. Aduk rata."",""Terakhir tambahkan chocochips dan dibentuk."",""Panggang di api 180°C 25menit.""",sarapan
155,Blueband Biskuit Lunak,1255,300,17.31,0.011463,0.0,0.001387,0.003999,26.0,3.56,32.54,1.9,13.82,136.0,24.0,"""Makanan Ringan"",""Makanan Penutup"",""Makan Pagi"",""Roti & Produk Panggang""","""Manis"",""lembab"",""dan lezat.""",20 Menit,18 Menit,"""1 besar telur"",""60 gram gula"",""100 gram tepung terigu putih (semua keperluan)"",""4 g tepung pati jagung"",""125 ml dark compound chocolate"",""20 g palm sugar"",""100 g cake & cookie"",""55 g tepung terigu kunci biru""","""Kocok mentega dan gula. Kemudian tambahkan telur dan aduk."",""Tambahkan tepung yang sudah diayak dan bahan lainnya. Campur dengan baik."",""Bentuk biskuit dan sebarkan di atas loyang. Panggang selama 18 menit pada suhu 180°C-190°C.""",sarapan
161,Oatbanana Cookies,1611,385,6.7,0.001123,0.0,0.0030139999999999,0.001663,0.0,13.69,71.42,11.9,12.23,3.0,666.0,"""Roti & Produk Panggang""","""Cookies pisang oat tanpa tepung.""",5 Menit,15 Menit,"""100 gram pisang"",""5 gram chia seed"",""70 gram oat""","""Penyetkan pisang sampai hancur."",""Masukan oatmeal dan chiaseed."",""Aduk lalu cetak dan panggang di suhu 200•C selama 15menit.""",sarapan
167,Tumis Pakcoy,126,30,0.62,0.144,0.0,0.261,0.082,0.0,1.22,6.2,1.6,2.86,1.456,193.0,"""Makan Pagi"",""Makan Siang""","""Hidangan sayuran sehat yang mudah.""",5 Menit,5 Menit,"""1 sdt bawang putih bubuk"",""1 sdm cabai merah atau rawit"",""1 sdt garam"",""1 gelas air"",""1/2 sdt"",""dikemas gula merah"",""200 gram pakcoy"",""0"",""5 g bawang merah goreng"",""2 g royco ayam"",""1"",""2 g lada putih bubuk""","""Masukkan semua bumbu dan air."",""Setelah mendidih masukkan sayur masak 2menit."",""Sajikan dalam wadah taburi bawang goreng.""",sarapan
168,Banana Oat Cake,1349,322,16.01,0.00412,0.0,0.0016419999999999,0.004332,124.0,14.4,32.2,5.6,8.01,272.0,282.0,"""Roti & Produk Panggang""","""Kue pisang dibuat dengan oat dan ditaburi keju.""",15 Menit,30 Menit,"""58 gram telur"",""69 gram pisang"",""20 gram kacang almond"",""1 lembar singles"",""16 g selai kacang"",""2 g classic"",""52 ml low fat high calcium rasa coklat (200ml)"",""50 g instant whole oats""","""Kocok telur menggunakan ballon wishk sampai berbusa"",""masukan kopi"",""selai"",""dan pisang yg sudah dilumatkan terlebih dahulu. Kocok sebentar."",""Masukan oat (me: diblender) dan almond cacah aduk rata. Tuang susu aduk kembali."",""Tuang ke loyang yg sdh dioles minyak"",""ratakan"",""beri topping keju slice."",""Panggang di oven yg sdh dipanaskan selama 30m.""",sarapan
173,Setup Roti Gandum,766,183,6.58,0.003305,0.0,0.161,0.424,4.0,10.4,49.99,7.9,7.06,387.0,179.0,"""Roti & Produk Panggang"",""Makan Pagi""","""Puding roti kukus.""",10 Menit,20 Menit,"""30 gram kismis"",""1 besar putih telur"",""5 gram kacang almond panggang kering (tanpa tambahan garam)"",""250 ml susu uht full cream (250ml)"",""6 g sweetener diabtx"",""350 g roti gandum""","""Campur putih telur dengan gula lalu kocok."",""Campurkan 250ml susu UHT/Low Fat lalu aduk."",""Potong roti gandum sesuai selera lalu masukan kedalam adonan basah lalu aduk dengan rata."",""Tuangkan 1/2 adonan kedalam cetakan taburkan kismis sesuai selera."",""Tuangkan sisa adonan ratakan lalu taburkan kismis & kacang Almond sesuai selera."",""Kukus 20 menit atau sampai adonan padat (tusuk dengan tusuk gigi untuk test kepadatan).""",sarapan
174,Oat Goreng Special,3397,812,15.98,0.003447,1e-05,0.004592,0.003392,239.0,40.91,146.95,40.7,74.48,1.014,4.266,"""Hidangan Utama""","""Oat goreng gurih dengan banyak topping.""",15 Menit,20 Menit,"""1 besar telur"",""14 sedang paprika merah manis"",""1 sdt bawang putih bubuk"",""13 gram cabai merah atau rawit"",""47 gram daging dada ayam (ayam pedaging)"",""47 gram brokoli"",""19 gram bawang putih"",""2 gram daun bawang"",""14 gram sawi putih"",""6 gram bawang merah"",""20 g oat"",""6 g saus tiram"",""2 g royco ayam"",""9 g lada putih bubuk"",""13 gram bawang bombay"",""2.5 g boncabe"",""5 g pilus sapi panggang""","""Pertama haluskan bawang putih"",""merah"",""cabai diberi garam dan merica."",""Bumbu yang sudah dihaluskan ditumis dan bawang bombay lalu masukan telur dan oat+ sayur²nya."",""Diaduk² lalu masukan 1sdt Saori dan bumbu royco secukupnya dan tambahkan bumbu nasi goreng sajiku sejumput aja!"",""Ayam dimasak diberi bumbu bawang putih"",""merica"",""bon cabe dan ohaiong. Lalu di panggang pake telfon sampai matang."",""Sajikan deh! Tambahkan pilus buat topping aja wkwk.""",sarapan
179,Omelet Tuna,527,126,6.37,0.001827,0.0,0.001111,0.002426,226.0,14.74,2.22,1.1,0.59,224.0,426.0,"""Makan Pagi""","""Omelet lezat dan sehat dengan tuna dan bayam.""",5 Menit,5 Menit,"""30 gram ikan tuna"",""1 besar telur"",""50 gram bayam dimasak (dari segar)""","""Letakkan bayam di teflon. Tutup teflon."",""Letakkan tuna diatas bayam."",""Tuangkan telur diatasnya. Tutup teflon."",""Balikkan dan selesai.""",sarapan
181,Pizza Oatmeal Teflon,679,162,5.7,0.001797,0.0,0.848,0.002357,13.0,7.12,21.38,2.4,2.84,334.0,38.0,"""Hidangan Utama"",""Makanan Ringan""","""Makanan ringan atau pengganti pizza junkfood.""",15 Menit,30 Menit,"""25 gram keju mozzarella"",""40 gram daging kornet"",""1 sdt"",""tumbuk oregano"",""100 g instant oatmeal"",""2 sdm saus sambal"",""1/4 sedang bawang bombay""","""Uleni oatmeal dengan sedikit air."",""Letakkan ke teflon."",""Beri saos lalu beri toping."",""Tambahkan oregano dan parutan mozzarella."",""Tunggu 30 menit dgn ditutup dan api kecil.""",sarapan
186,Oatmeal Goreng dan Omelet,1732,414,16.42,0.003434,0.0,0.005054,0.0060339999999999,217.0,16.4,57.81,9.5,12.57,1.061,819.0,"""Hidangan Utama"",""Makan Pagi"",""Makan Siang""","""Oatmeal goreng berkalori rendah dengan telur dadar dan timun.""",5 Menit,5 Menit,"""1/4 sdm minyak nabati"",""1/4 mangkok kaldu jamur"",""1 besar telur dadar"",""2 sdm cabai merah atau rawit"",""1/2 mentimun (dengan kulit)"",""2 siung bawang putih"",""1 sejumput garam laut"",""2 kecil bawang merah"",""2 sendok makan instant oatmeal"",""1/2 sedang bawang bombay""","""Sangrai oatmeal sampai kecoklatan."",""Tumis bawang merah"",""beang putih"",""cabai"",""dan bawang bombay sampai layu dan harum."",""Tuang oatmeal yg sudah di sangrai."",""Tambah air sedikit saja."",""Tambahkan garam+kaldu jamur secukupnya sambil diaduk."",""Hidangkan dengan toping telur dan mentimun.""",sarapan
188,Gulungan Salad Daging Sapi Asap,753,180,6.78,0.001065,0.0,8e-05,0.058,0.02,11.72,17.04,1.2,2.29,0.72,199.0,"""Makanan Pembuka"",""Salad dan Salad Dressing""","""Gulungan salad rendah kalori.""",5 Menit,5 Menit,"""1 sedang rice paper"",""20 gram wortel"",""20 gram mentimun (kupas)"",""30 gram selada air"",""50 g smoked beef"",""17 g keju slice""","""Celupkan rice paper ke air hangat hingga lemas & mudah dibentuk."",""Susun semua bahan di atas rice paper lalu gulung."",""Salad siap disajikan.""",sarapan
191,Mangkuk Smoothie Hijau,1176,281,14.22,0.003779,0.0,0.0015249999999999,0.006214,0.0,5.05,37.85,8.8,19.39,31.0,0.6,"""Makan Pagi""","""Smoothie hijau dengan granola dan almond.""",15 Menit,.,"""50 gram semangka"",""30 gram selada"",""80 gram apel"",""50 gram alpukat"",""50 gram blewah melon"",""4 gram kacang almond"",""20 g gourmet blend dark chocolate & banana granola""","""Blender semua bahan kecuali kacang almond dan granola."",""Sajikan ke dalam mangkok."",""Letakkan kacang dan granola sebagai topping.""",sarapan
192,Granola Homemade,1114,266,8.67,0.001212,0.0,0.001272,0.002505,0.0,6.45,42.4,11.4,12.36,3.0,51.0,"""Makanan Ringan"",""Makan Pagi""","""Granola buatan sendiri yang diisi dengan oat gulung"",""gula aren"",""madu"",""kurma"",""dan kacang tanah.""",15 Menit,10 Menit,"""75 gram dry roasted unsalted peanuts"",""1 1/2 tbsps honey"",""2 sdt extra virgin olive oil"",""400 g havermout rolled oat"",""45 g kurma"",""75 g gula aren""","""Sangrai rolled oat"",""kacang tanah hingga kecoklatan."",""Masukkan bahan2 untuk saus"",""olive oil"",""gula aren"",""madu"",""kurma."",""Campur dengan rata siap di sajikan dengan susu atau yogurt.""",sarapan
194,Chocolate Oatmeal Bars,328,78,3.32,0.001398,0.0,0.476,0.001364,0.0,1.26,12.03,1.1,5.51,24.0,37.0,"""Makanan Ringan""","""Mudah membuat cokelat batangan""",10 Menit,10 Menit,"""128 gram coklat manis atau gelap"",""1 sdt ekstrak vanila"",""125 gram kismis (tanpa biji)"",""14 reguler/biasa marshmallow"",""5 sdm mentega"",""256 g rolled oats""","""Dalam panci besar"",""lelehkan chocolate chip"",""mentega ringan"",""dan marshmallow dengan api kecil"",""aduk hingga lembut."",""Hapus dari panas; agak dingin. Aduk vanilla. Aduk oat dan sisa bahan."",""Teteskan satu sendok makan bulat ke atas kertas lilin dan bentuk menjadi lingkaran atau batang. Tutup dan dinginkan 2 sampai 3 jam. Diamkan pada suhu kamar sekitar 15 menit sebelum disajikan. Simpan tertutup rapat di lemari es. Menghasilkan sekitar 3 lusin."",""6 anggota telah menambahkan resep ini ke buku m""",sarapan
195,Bola Energi Oatmeal,575,138,8.93,0.003283,0.0,0.00015,0.00025,0.0,4.8,12.03,1.6,4.93,62.0,2.0,"""Makanan Ringan""","""Cemilan sehat di bawah 150 kalori.""",30 Menit,.,"""1 sdm madu"",""80 g creamy peanut butter"",""1/2 gelas kering rolled oats"",""25 g dark chocolate 70%""","""Campurkan semua bahan dalam mangkuk kecil dan aduk hingga tercampur rata."",""Dinginkan di lemari es selama 30 menit."",""Gunakan sendok atau sendok makan untuk membagi campuran menjadi 6 bola secara merata. Gunakan tangan Anda untuk membentuk bola. Nikmati sekarang dan simpan sisanya untuk nanti dengan menyimpannya dalam wadah tertutup di lemari es hingga 1 minggu.""",sarapan
202,Pancake Labu Sederhana,162,39,1.3,0.457,0.002,0.181,0.505,52.0,1.47,6.33,0.2,1.08,2.0,175.0,"""Makanan Ringan""","""Pancake labu kalori rendah.""",5 Menit,10 Menit,"""3 besar kuning telur"",""600 gram labu"",""5"",""2 g stevia sweetener"",""30 g tepung tapioka"",""30 g segitiga biru""","""Kukus Labu Kuning dan haluskan dg garpu sampe hancur."",""Masukkan Tepung Terigu"",""Tapioka"",""Kuning Telur dan Stevia."",""Panggang tanpa minyak di atas teflon dg api kecil per 1 sdm munjung"",""dibalik sampe matang merata.""",sarapan
